Gene,Mouse2_Zadj,Mouse3_Zadj,Mouse4_Zadj,Mouse5_Zadj
CNAG_07307,-0.688021157,-0.521446198,1.602035191,1.122052851
CNAG_07314,-0.235280445,-0.093319767,-0.300070376,0.063924153
CNAG_07325,-0.139416114,-2.016535474,-1.276196781,0.506392736
CNAG_07337,-0.440046736,-0.701232674,0.072779845,1.099655307
CNAG_07340,-1.172485186,0.67158393,0.800973023,1.462964952
CNAG_07350,-0.28083745,0.976503362,-0.558173261,0.883587117
CNAG_07351,-0.962615783,-1.412000092,-0.087335457,-2.520743865
CNAG_07352,-1.526307962,-0.222366122,0.225990641,0.415406433
CNAG_07362,-0.097314365,0.835899063,0.192032485,-1.549961623
CNAG_07365,1.443777041,0.113431053,0.841607703,0.410833615
